Time (sec),ECU: A/F Corr. B1 (%),ECU: A/F Corr. B2 (%),ECU: Active Map (#),ECU: Air Fuel B1 (AFR),ECU: Air Fuel B1 CMD (AFR),ECU: Air Fuel B2 (AFR),ECU: Air Fuel B2 CMD (AFR),ECU: Ethanol % (%),ECU: Fuel Pressure (PSI),ECU: Gear (Gear),ECU: Ign Advance (°),ECU: Inj. Duty Cycle (%),ECU: Int. Cam Adv B1 (°),ECU: Int. Cam Adv B2 (°),ECU: Intake Air Temp (° F),ECU: Knock Sums (raw),ECU: LTFT B1 (%),ECU: LTFT B2 (%),ECU: Limp Status (Safety) (raw),ECU: MAP (PSI),ECU: RPM (RPM),ECU: STFT B1 (%),ECU: STFT B2 (%),ECU: Theo. PW (ms),ECU: Throttle Pos. B1 (%),ECU: Vehicle Speed (mph),ECU: Wastegate Duty (%),TCM: Clutch A Slip (RPM),TCM: Clutch B Slip (RPM),AP Info:[AP3-NIS-006 v1.7.3.0-14238][2011 Nissan GT-R USDM Speed Density][Reflash: 2011 USDM SD FF 1700ID A12x Bach Racing 12426 v800.ptm - TCM: KB51B VDC OFF Stock Style LC4 v101.ptm]
17.412,111,110,1.00,13.82,13.82,13.82,13.82,81,71.17,1,29,29.18,17.50,16.50,104,0,100,100,0,4.14,6188,111,110,15.80,88.3,32,61.87,2720,101,0
17.469,115,114,1.00,13.67,13.23,13.67,13.23,81,71.61,1,28,33.35,15.00,16.50,104,0,100,100,0,4.90,6412,115,114,16.40,88.3,34,61.87,2823,109,0
17.536,112,109,1.00,12.94,12.94,12.79,12.94,81,72.15,1,29,35.11,12.50,13.00,104,0,100,100,0,5.48,6625,112,109,17.00,88.4,35,61.87,2919,107,0
17.590,111,113,1.00,12.35,12.79,12.79,12.79,81,73.89,1,28,38.08,10.50,9.50,104,0,100,100,0,6.71,6912,111,113,17.80,88.2,36,61.87,3037,121,0
17.646,116,115,1.00,12.64,12.35,12.79,12.35,81,74.98,1,27,42.74,8.00,7.00,104,0,100,100,0,7.58,6950,116,115,18.80,88.2,37,61.87,3095,115,0
17.710,116,115,1.00,12.64,12.35,12.64,12.35,81,76.14,1,25,44.68,6.50,6.50,104,0,100,100,0,8.96,6788,116,115,19.60,88.1,37,61.87,2784,0,0
17.763,117,116,1.00,12.49,12.20,12.49,12.20,81,78.97,1,22,39.11,9.50,11.00,104,0,100,100,0,10.85,5425,117,116,22.00,88.4,48,61.87,489,0,0
17.826,112,112,1.00,11.91,12.20,12.05,12.20,81,79.95,1,20,43.59,20.00,21.00,104,0,100,100,0,12.30,5838,112,112,23.60,88.3,52,61.87,355,0,0
17.891,111,110,1.00,11.32,12.05,11.47,12.05,81,81.73,1,17,40.76,21.00,21.00,104,0,100,100,0,13.60,5138,111,110,25.60,88.3,51,61.87,0,0,0
17.946,111,111,1.00,11.61,12.05,11.91,12.05,81,81.51,1,18,43.84,22.00,21.00,104,0,100,100,0,14.07,5462,111,111,26.00,88.4,51,61.87,158,0,0
18.014,110,110,1.00,11.47,11.91,11.32,11.91,81,82.45,2,17,43.62,22.50,22.00,104,0,100,100,0,14.65,5188,110,110,27.00,88.4,50,65.99,0,0,0
18.061,110,110,1.00,11.47,11.91,11.47,11.91,81,83.25,2,17,43.84,24.00,23.00,104,0,100,100,0,15.60,5138,110,110,27.80,88.3,50,65.99,1,0,0
18.134,109,109,1.00,11.32,11.91,11.47,11.91,81,84.05,2,17,44.06,23.50,23.00,104,0,100,100,0,16.21,5050,109,109,28.60,88.3,48,65.99,0,0,0
18.199,109,109,1.00,11.47,11.91,11.47,11.91,81,84.37,2,17,46.73,24.00,23.00,104,0,100,100,0,16.86,5300,109,109,29.00,88.3,48,65.99,61,0,0
18.258,108,108,1.00,11.32,11.91,11.32,11.91,81,85.61,2,18,47.43,23.50,22.50,104,0,100,100,0,17.81,5462,108,108,28.80,88.3,50,65.99,71,0,0
18.314,107,107,1.00,11.17,11.91,11.32,11.91,81,85.39,2,18,49.12,21.50,22.00,104,0,100,100,0,18.21,5588,107,107,29.40,88.3,52,55.63,66,248,0
18.379,107,107,1.00,11.32,11.91,11.32,11.91,81,86.87,2,18,50.30,21.00,21.00,104,0,100,100,0,18.57,5738,107,107,29.60,88.3,53,46.42,70,1420,0
18.432,106,106,1.00,11.17,11.91,11.32,11.91,81,87.35,2,19,52.18,20.00,19.50,104,0,100,100,0,19.51,5912,106,106,30.00,88.3,55,39.41,73,1731,0
18.478,107,106,1.00,11.32,11.91,11.32,11.91,81,87.06,2,18,54.22,18.00,18.00,102,0,100,100,0,19.80,6075,107,106,30.00,88.2,56,39.19,86,1866,0
18.534,107,106,1.00,11.47,11.91,11.32,11.91,81,88.00,2,19,57.04,17.00,15.50,102,0,100,100,0,20.96,6262,107,106,30.60,88.2,58,38.41,103,1964,0
18.598,106,106,1.00,11.47,11.91,11.47,11.91,81,89.09,2,19,58.99,14.50,16.00,102,0,100,100,0,21.58,6400,106,106,31.20,88.0,59,38.10,89,2022,0
18.656,106,107,1.00,11.47,11.91,11.61,11.91,81,89.12,2,20,61.73,14.00,12.00,102,0,100,100,0,22.19,6638,106,107,31.40,88.4,61,37.74,111,2115,0
18.709,106,107,1.00,11.61,11.91,11.61,11.91,81,89.23,2,20,63.86,11.00,12.00,102,0,100,100,0,22.74,6800,106,107,31.80,88.2,63,37.30,65,2116,0
18.762,106,106,1.00,11.47,11.91,11.61,11.91,81,88.76,2,21,64.98,11.00,11.00,102,0,100,100,0,22.81,6925,106,106,32.00,88.3,65,37.24,124,2219,0
18.817,105,106,1.00,11.32,11.91,11.47,11.91,81,88.25,2,21,63.88,8.50,7.00,102,0,100,100,0,22.38,6925,105,106,31.60,88.3,65,37.81,39,2147,0
18.881,105,106,1.00,11.32,11.91,11.47,11.91,81,88.32,2,20,62.45,8.00,8.00,102,0,100,100,0,22.09,6838,105,106,31.40,88.5,65,37.79,0,2086,0
18.933,105,106,1.00,11.47,11.91,11.61,11.91,81,88.03,2,20,61.36,9.00,8.00,102,0,100,100,0,22.16,6688,105,106,31.40,88.2,65,38.04,0,1927,0
18.993,106,107,1.00,11.61,11.91,11.61,11.91,81,89.34,2,11,51.72,10.00,8.50,102,0,100,100,0,22.16,5425,106,107,32.80,88.3,70,36.85,0,390,0
19.056,104,105,1.00,11.76,11.91,11.61,11.91,81,85.50,2,16,49.70,23.00,20.00,102,0,100,100,0,21.87,5150,104,105,33.80,88.3,71,36.16,0,19,0
19.103,102,104,1.00,10.88,11.91,11.32,11.91,81,85.97,3,16,46.21,24.00,24.00,100,0,100,100,0,20.56,5000,102,104,32.80,88.3,68,46.75,0,0,0
19.158,102,104,1.00,10.88,11.91,11.32,11.91,81,88.22,3,16,48.01,25.00,24.50,100,0,100,100,0,20.16,5325,102,104,31.80,88.4,70,47.23,0,112,0
19.211,102,103,1.00,11.32,11.91,11.32,11.91,81,87.96,3,16,46.80,23.50,24.00,100,0,100,100,0,19.91,5200,102,103,31.60,88.3,71,47.78,0,20,0
19.273,103,104,1.00,11.47,11.91,11.61,11.91,81,87.56,3,16,48.01,23.50,23.00,100,0,100,100,0,20.16,5325,103,104,31.80,88.2,71,47.74,0,43,0
19.328,102,103,1.00,11.61,11.91,11.61,11.91,81,87.74,3,17,48.31,23.00,22.00,100,0,100,100,0,20.09,5412,102,103,31.40,88.3,73,47.45,0,63,0
19.392,102,103,1.00,11.61,11.91,11.47,11.91,81,88.61,3,17,49.82,22.50,23.00,100,0,100,100,0,20.85,5475,102,103,32.20,88.3,74,47.51,0,33,0
19.451,102,103,1.00,11.47,11.91,11.47,11.91,81,88.58,3,17,50.19,22.00,22.00,100,0,100,100,0,20.78,5588,102,103,31.80,88.3,75,47.14,0,58,0
19.503,101,102,1.00,11.47,11.91,11.47,11.91,81,90.28,3,17,50.42,21.00,20.50,100,0,100,100,0,20.93,5612,101,102,32.00,88.2,76,46.80,763,34,0
19.559,101,102,1.00,11.47,11.91,11.47,11.91,81,89.92,3,17,52.05,21.00,20.50,100,0,100,100,0,21.58,5725,101,102,32.40,88.3,77,46.33,1118,48,0
19.618,101,102,1.00,11.47,11.91,11.47,11.91,81,89.38,3,17,52.46,20.50,20.50,100,0,100,100,0,21.87,5775,101,102,32.40,88.2,78,46.18,1259,53,0
19.686,101,102,1.00,11.61,11.91,11.47,11.91,81,89.70,3,17,53.38,18.50,19.00,100,0,100,100,0,22.34,5850,101,102,32.60,88.4,79,45.83,1292,41,0
19.740,101,102,1.00,11.61,11.91,11.61,11.91,81,90.46,3,18,54.29,18.50,19.00,100,0,100,100,0,22.63,5950,101,102,32.60,88.1,80,46.12,1332,55,0
19.792,101,101,1.00,11.61,11.91,11.47,11.91,81,90.83,3,18,55.52,18.00,17.50,100,0,100,100,0,22.85,6012,101,101,32.60,88.3,81,45.50,1343,53,0
19.855,101,102,1.00,11.61,11.91,11.61,11.91,81,90.50,3,18,56.60,17.00,18.00,100,0,100,100,0,23.50,6075,101,102,33.00,88.2,82,45.05,1353,45,0
19.919,101,101,1.00,11.61,11.91,11.61,11.91,81,90.43,3,19,57.89,16.50,16.50,100,0,100,100,0,23.79,6175,101,101,33.60,88.1,83,44.54,1386,58,0
19.961,101,101,1.00,11.61,11.91,11.61,11.91,81,91.15,3,19,57.94,16.50,15.00,100,0,100,100,0,23.50,6275,101,101,33.00,88.2,85,44.97,1400,58,0
20.030,101,102,1.00,11.61,11.91,11.76,11.91,81,91.19,3,19,58.06,15.50,14.00,100,0,100,100,0,23.46,6300,101,102,33.00,88.2,85,45.20,1407,48,0
20.085,102,102,1.00,11.91,11.91,11.76,11.91,81,91.44,3,19,59.69,13.50,14.00,102,0,100,100,0,23.57,6412,102,102,32.80,88.2,86,45.16,1444,65,0
20.151,102,103,1.00,11.76,11.91,12.05,11.91,81,91.08,3,19,60.22,14.00,12.50,102,0,100,100,0,23.79,6475,102,103,33.00,88.2,88,45.16,1450,52,0
20.200,102,103,1.00,11.91,11.91,12.05,11.91,81,90.72,3,19,61.86,12.50,12.00,102,0,100,100,0,24.22,6575,102,103,33.20,88.1,88,44.80,1458,50,0
20.249,101,102,1.00,11.91,11.91,11.76,11.91,81,90.75,3,20,62.22,13.00,12.50,102,0,100,100,0,24.51,6625,101,102,33.40,88.1,89,44.47,1480,54,0
20.316,101,103,1.00,11.76,11.91,11.76,11.91,81,90.90,3,20,63.10,11.00,11.50,102,0,100,100,0,24.55,6712,101,103,33.40,88.1,91,44.45,1508,61,0
20.364,102,103,1.00,11.76,11.91,11.91,11.91,81,90.90,3,20,63.85,10.50,10.50,102,0,100,100,0,24.55,6775,102,103,33.40,88.0,91,44.38,1508,43,0
20.421,101,102,1.00,11.76,11.91,11.76,11.91,81,91.12,3,20,63.82,10.50,10.00,102,0,100,100,0,24.26,6850,101,102,33.40,88.4,93,44.81,1526,54,0
20.474,101,102,1.00,11.76,11.91,11.76,11.91,81,90.86,3,20,63.94,9.50,10.00,102,0,100,100,0,24.26,6888,101,102,33.20,88.3,93,45.25,1527,47,0
20.541,102,103,1.00,11.76,11.91,11.91,11.91,81,91.30,3,20,62.96,10.00,8.00,102,0,100,100,0,23.86,6800,102,103,32.80,88.1,93,45.15,1438,0,0
20.594,102,103,1.00,11.91,11.76,11.91,11.76,81,90.90,3,-6,63.28,10.00,9.00,102,0,100,100,0,24.51,6638,102,103,33.40,88.4,96,45.20,1402,0,0
20.639,102,104,1.00,11.91,11.91,12.05,11.91,81,93.26,3,6,53.30,11.00,11.50,104,0,100,100,0,24.80,5375,102,104,35.60,88.4,97,42.74,0,0,0
20.694,103,104,1.00,12.20,11.91,12.20,11.91,81,88.36,3,16,56.76,22.50,21.00,104,0,100,100,0,25.02,5588,103,104,36.00,88.4,96,41.84,75,0,0
20.757,98,100,1.00,11.02,11.91,11.47,11.91,81,88.98,4,15,52.45,22.50,23.00,104,0,100,100,0,23.50,5550,98,100,35.00,88.3,96,43.25,0,0,0
20.835,98,100,1.00,11.02,11.91,11.32,11.91,81,91.30,4,16,52.53,21.50,21.50,104,0,100,100,0,23.32,5700,98,100,34.20,88.4,98,44.30,39,0,0
20.903,100,100,1.00,11.76,11.91,11.47,11.91,81,92.17,4,16,53.18,20.00,20.00,104,0,100,100,0,23.57,5662,100,100,34.20,88.2,98,44.16,14,0,0
20.945,99,100,1.00,11.61,11.91,11.47,11.91,81,90.57,4,16,52.83,20.50,21.50,104,0,100,100,0,23.28,5738,99,100,33.60,88.2,99,44.61,37,0,0
20.999,99,100,1.00,11.61,11.91,11.61,11.91,81,90.90,4,16,53.39,20.00,20.00,104,0,100,100,0,23.39,5788,99,100,33.80,88.2,100,44.65,32,0,0
21.045,99,99,1.00,11.61,11.91,11.47,11.91,81,90.94,4,16,54.11,20.00,20.50,104,0,100,100,0,23.46,5850,99,99,33.80,88.3,101,44.35,51,412,0
21.109,98,100,1.00,11.61,11.91,11.61,11.91,81,91.26,4,17,54.18,18.50,18.00,104,-307,100,100,0,23.86,5862,98,100,34.00,88.2,102,44.50,24,919,0
21.164,98,99,1.00,11.61,11.91,11.47,11.91,81,91.12,4,16,53.94,19.00,19.00,104,-294,100,100,0,23.57,5900,98,99,33.60,88.3,102,44.61,26,1121,0
21.213,99,100,1.00,11.61,11.91,11.61,11.91,81,91.48,4,16,55.05,18.00,19.50,104,-294,100,100,0,23.61,5962,99,100,33.60,88.1,103,44.38,35,1187,0
21.278,98,99,1.00,11.61,11.91,11.47,11.91,81,91.15,4,16,54.95,17.50,17.50,104,-281,100,100,0,23.57,6000,98,99,33.40,88.3,104,44.72,28,1203,0
21.332,98,99,1.00,11.61,11.91,11.47,11.91,81,90.94,4,16,54.50,17.50,17.00,106,-268,100,100,0,23.57,6050,98,99,33.00,88.2,104,44.57,26,1214,0
21.389,98,99,1.00,11.76,11.91,11.47,11.91,81,90.57,4,16,55.23,17.50,17.00,106,-268,100,100,0,23.75,6075,98,99,33.00,88.2,105,44.83,35,1230,0
21.448,99,99,1.00,11.76,11.91,11.61,11.91,81,90.39,4,17,56.25,17.50,17.50,106,-255,100,100,0,24.04,6125,99,99,33.40,88.2,106,44.38,39,1252,0
21.503,99,99,1.00,11.76,11.91,11.61,11.91,81,91.15,4,18,55.87,16.50,15.50,106,-255,100,100,0,23.50,6162,99,99,33.00,88.2,107,44.84,18,1233,0
21.572,98,99,1.00,11.61,11.91,11.61,11.91,81,90.90,4,18,55.45,16.00,15.50,106,-242,100,100,0,23.21,6225,98,99,32.40,88.1,107,45.25,36,1257,0
21.625,99,100,1.00,11.76,11.91,11.76,11.91,81,91.04,4,18,56.79,16.00,15.50,106,-242,100,100,0,23.50,6275,99,100,32.80,88.3,109,45.09,37,1275,0
21.670,99,99,1.00,11.91,11.91,11.91,11.91,81,90.57,4,18,58.03,14.50,14.00,106,-229,100,100,0,24.04,6325,99,99,33.20,88.2,109,44.76,32,1275,0
21.746,99,99,1.00,11.76,11.91,11.76,11.91,81,90.86,4,18,57.10,14.50,14.50,108,-216,100,100,0,23.61,6362,99,99,32.60,88.1,111,44.74,37,1294,0
21.811,101,101,1.00,12.05,11.91,11.91,11.91,81,90.72,4,18,59.18,15.50,13.00,108,-216,100,100,0,24.41,6375,101,101,33.20,88.4,111,44.49,16,1275,0
21.878,99,101,1.00,11.91,11.91,12.05,11.91,81,90.86,4,18,59.06,14.50,13.50,108,-203,100,100,0,24.33,6438,99,101,33.20,88.2,111,44.45,35,1306,0
21.943,100,100,1.00,11.91,11.91,11.76,11.91,81,91.15,4,18,59.79,13.00,13.00,108,-203,100,100,0,24.44,6488,100,100,33.20,88.1,112,44.22,27,1308,0
21.998,99,101,1.00,11.91,11.91,12.05,11.91,81,91.23,4,19,60.16,13.50,12.00,108,-190,100,100,0,24.55,6562,99,101,33.20,88.3,113,44.28,33,1325,0
22.051,100,101,1.00,12.05,11.91,12.05,11.91,81,90.86,4,19,61.22,12.00,13.00,108,-177,100,100,0,24.70,6600,100,101,33.20,88.2,114,44.17,33,1332,0
22.105,100,101,1.00,11.91,11.91,12.05,11.91,81,91.04,4,19,61.51,12.00,11.50,108,-177,100,100,0,24.88,6638,100,101,33.40,88.3,115,44.06,29,1336,0
22.183,100,101,1.00,11.91,11.91,11.91,11.91,81,91.30,4,19,61.47,12.00,11.50,108,-164,100,100,0,24.70,6675,100,101,33.20,88.1,116,44.22,27,1350,0
22.242,100,102,1.00,11.76,11.91,12.05,11.91,81,91.12,4,19,61.93,11.00,10.50,109,-164,100,100,0,24.44,6762,100,102,33.00,88.2,117,44.33,35,1366,0
22.284,100,101,1.00,11.91,11.91,11.91,11.91,81,91.04,4,19,62.39,11.00,11.00,109,-151,100,100,0,24.44,6775,100,101,33.00,88.2,118,44.49,30,1369,0
22.339,100,101,1.00,11.91,11.91,11.91,11.91,81,90.86,4,19,61.94,10.50,11.50,109,-151,100,100,0,24.15,6800,100,101,32.60,88.1,118,45.24,21,1361,0
22.396,100,102,1.00,12.05,11.91,12.05,11.91,81,90.65,4,19,62.62,10.50,10.50,109,-138,100,100,0,24.33,6800,100,102,33.00,88.4,119,44.81,42,1382,0
22.450,101,102,1.00,11.91,11.91,12.05,11.91,81,91.33,4,19,61.82,9.50,8.50,109,-138,100,100,0,23.97,6775,101,102,32.60,88.1,118,45.17,2,1343,0
22.503,101,102,1.00,11.91,11.76,12.05,11.76,81,90.68,4,20,64.11,10.50,8.50,109,-125,100,100,0,24.55,6900,101,102,33.00,88.2,120,44.93,61,1425,0
22.556,100,101,1.00,11.91,11.91,11.76,11.91,81,91.37,4,-7,55.30,9.50,10.50,109,-125,100,100,0,24.70,5925,100,101,33.40,88.3,122,44.04,0,609,0
22.616,102,104,1.00,12.35,11.91,12.35,11.91,81,92.20,4,15,55.97,14.00,15.00,109,-112,100,100,0,25.20,5588,102,104,35.60,88.3,119,42.36,0,6,0
22.683,97,99,1.00,11.17,11.91,11.47,11.91,81,86.66,5,16,49.87,23.00,22.00,111,-99,100,100,0,23.79,5475,97,99,34.20,88.3,121,43.58,0,0,0
22.729,97,99,1.00,10.73,11.91,11.32,11.91,81,91.70,5,16,50.55,22.00,22.50,111,-99,100,100,0,23.39,5675,97,99,33.40,88.4,122,44.50,0,89,0
22.790,99,99,1.00,11.61,11.91,11.47,11.91,81,91.59,5,16,51.40,20.00,20.50,111,-86,100,100,0,23.28,5612,99,99,33.60,88.1,122,44.56,0,6,0
22.843,98,99,1.00,11.76,11.91,11.61,11.91,81,90.32,5,16,51.36,21.00,21.00,111,-86,100,100,0,23.28,5675,98,99,33.40,88.3,122,44.66,0,34,0
22.898,98,99,1.00,11.76,11.91,11.61,11.91,81,90.50,5,16,51.66,21.50,21.50,111,-73,100,100,0,23.50,5688,98,99,33.60,88.3,123,44.37,0,22,0
22.957,99,99,1.00,11.91,11.91,11.61,11.91,81,91.04,5,16,51.72,20.50,20.50,111,-73,100,100,0,23.57,5725,99,99,33.40,88.4,124,44.71,0,33,0
23.021,97,98,1.00,11.61,11.91,11.61,11.91,81,91.01,5,16,51.77,20.50,21.00,111,-60,100,100,0,23.39,5762,97,98,33.20,88.3,124,44.67,0,46,0
23.074,98,99,1.00,11.61,11.91,11.61,11.91,81,90.39,5,16,51.49,20.50,20.00,111,-47,100,100,0,23.10,5775,98,99,33.00,88.3,125,44.79,0,26,0
23.158,98,98,1.00,11.76,11.91,11.61,11.91,81,90.28,5,16,52.17,19.50,20.50,111,-47,100,100,0,23.28,5812,98,98,33.00,88.4,126,44.61,49,24,0
23.211,98,98,1.00,11.76,11.91,11.61,11.91,81,91.08,5,16,52.09,19.50,18.50,113,-34,100,100,0,23.39,5825,98,98,33.00,88.3,126,44.75,252,20,0
23.269,98,98,1.00,11.76,11.91,11.61,11.91,81,91.77,5,17,53.09,19.50,19.50,113,-34,100,100,0,23.50,5888,98,98,33.40,88.3,127,44.26,590,39,0
23.322,98,98,1.00,11.76,11.91,11.61,11.91,81,91.91,5,17,52.78,18.00,18.50,113,-21,100,100,0,23.68,5875,98,98,33.20,88.3,127,44.54,1027,19,0
23.371,97,98,1.00,11.61,11.91,11.61,11.91,81,91.95,5,17,52.58,18.50,18.50,113,-8,100,100,0,23.57,5925,97,98,33.00,88.3,128,44.52,1170,27,0
23.425,97,98,1.00,11.76,11.91,11.61,11.91,81,91.66,5,17,53.23,18.50,18.00,113,-8,100,100,0,23.93,5925,97,98,33.20,88.4,129,44.14,1214,29,0
23.493,98,98,1.00,11.76,11.91,11.61,11.91,81,90.79,5,17,53.51,18.50,17.50,113,0,100,100,0,23.46,5962,98,98,32.80,88.3,129,44.62,1240,31,0
23.538,98,98,1.00,11.91,11.91,11.61,11.91,81,90.79,5,17,54.20,18.00,18.00,113,0,100,100,0,23.86,6000,98,98,33.20,88.3,129,44.22,1247,30,0
23.606,97,97,1.00,11.76,11.91,11.61,11.91,81,90.90,5,17,53.96,17.50,17.50,113,0,100,100,0,23.79,6062,97,97,32.80,88.1,130,44.69,1270,40,0
23.665,98,99,1.00,11.76,11.91,11.91,11.91,81,91.26,5,17,54.38,17.50,16.50,115,0,100,100,0,24.08,6025,98,99,33.00,88.1,131,43.99,1246,13,0
23.719,98,98,1.00,11.91,11.91,11.76,11.91,81,91.66,5,17,54.52,17.50,16.50,115,0,100,100,0,23.86,6075,98,98,32.80,88.3,131,44.36,1249,14,0
23.778,97,97,1.00,11.76,11.91,11.61,11.91,81,91.44,5,18,54.38,17.50,15.00,115,0,100,100,0,24.22,6088,97,97,33.00,88.2,132,44.14,1259,19,0
23.822,98,98,1.00,11.91,11.91,11.76,11.91,81,90.75,5,17,54.90,18.00,15.50,115,0,100,100,0,24.04,6100,98,98,32.80,88.4,132,44.15,1258,13,0
23.887,98,98,1.00,11.91,11.91,11.91,11.91,81,91.55,5,18,54.67,16.50,15.50,115,0,100,100,0,23.79,6125,98,98,32.80,88.3,133,44.40,1276,27,0
23.948,98,97,1.00,11.76,11.91,11.76,11.91,81,90.97,5,17,55.53,16.50,15.50,115,0,100,100,0,24.15,6188,98,97,33.00,88.0,134,44.23,1271,13,0
24.009,98,98,1.00,11.76,11.91,11.76,11.91,81,91.23,5,18,55.54,16.50,14.50,115,0,100,100,0,24.26,6200,98,98,32.80,88.2,134,44.09,1286,23,0
24.083,98,98,1.00,11.91,11.91,11.76,11.91,81,91.12,5,18,55.39,15.50,15.50,117,0,100,100,0,24.15,6212,98,98,32.60,88.1,135,44.42,1283,15,0
24.136,98,98,1.00,11.91,11.91,11.91,11.91,81,90.90,5,18,55.68,15.50,15.50,117,0,100,100,0,23.97,6250,98,98,32.60,88.2,135,44.41,1292,20,0
24.189,98,99,1.00,11.91,11.91,11.91,11.91,81,90.83,5,18,56.38,16.50,15.50,117,0,100,100,0,24.33,6288,98,99,32.80,88.2,136,44.26,1303,24,0
24.238,99,99,1.00,11.91,11.91,12.05,11.91,81,91.33,5,18,57.20,14.50,15.50,117,0,100,100,0,24.26,6338,99,99,32.60,88.4,137,44.36,1317,30,0
24.292,99,98,1.00,11.91,11.91,11.91,11.91,81,91.33,5,18,57.20,14.50,14.00,117,0,100,100,0,24.33,6350,99,98,32.80,88.2,137,44.04,1314,22,0
24.339,99,100,1.00,11.91,11.91,12.05,11.91,81,91.12,5,18,56.98,15.00,14.50,117,0,100,100,0,24.41,6338,99,100,32.60,88.2,137,44.35,1304,9,0
24.388,99,99,1.00,11.91,11.91,12.05,11.91,81,90.83,5,18,57.59,14.50,14.50,117,0,100,100,0,24.55,6388,99,99,32.80,88.3,138,44.09,1309,11,0
24.441,99,100,1.00,11.91,11.91,12.05,11.91,81,90.94,5,18,57.53,14.50,14.50,118,0,100,100,0,24.44,6375,99,100,32.80,88.1,139,44.11,1316,15,0
24.490,98,100,1.00,11.91,11.91,12.05,11.91,81,91.04,5,18,57.29,14.50,13.00,118,0,100,100,0,24.15,6438,98,100,32.40,88.2,139,44.63,1334,26,0
24.571,99,100,1.00,11.91,11.91,12.05,11.91,81,90.65,5,18,58.38,13.00,14.00,118,0,100,100,0,24.26,6475,99,100,32.60,88.2,140,44.42,1352,30,0
24.624,99,100,1.00,12.05,11.91,12.05,11.91,81,91.41,5,18,58.24,13.50,12.50,118,0,100,100,0,24.04,6525,99,100,32.20,88.3,141,44.72,1365,36,0
24.677,100,101,1.00,12.20,11.91,12.20,11.91,81,91.15,5,18,58.33,13.00,11.00,118,0,100,100,0,23.86,6475,100,101,32.20,88.1,141,44.90,1336,10,0
24.742,101,101,1.00,12.20,11.91,12.35,11.91,81,91.70,5,19,59.22,13.50,12.00,118,0,100,100,0,24.15,6538,101,101,32.20,88.4,142,44.79,1360,30,0
24.795,99,101,1.00,11.91,11.91,12.20,11.91,81,91.52,5,19,58.95,13.00,10.50,120,0,100,100,0,24.33,6562,99,101,32.40,88.1,142,44.61,1363,26,0
24.861,100,102,1.00,12.05,11.91,12.20,11.91,81,91.23,5,19,59.95,12.50,10.50,120,0,100,100,0,24.55,6588,100,102,32.60,88.1,143,44.45,1380,36,0
24.913,101,102,1.00,12.05,11.91,12.20,11.91,81,90.68,5,19,60.57,13.00,10.00,120,0,100,100,0,24.51,6650,101,102,32.60,88.3,143,44.36,1367,17,0
24.968,101,101,1.00,12.20,11.91,12.05,11.91,81,91.55,5,19,61.02,11.00,10.50,120,0,100,100,0,24.70,6675,101,101,32.60,88.4,144,44.49,1400,41,0
25.024,100,102,1.00,11.91,11.91,12.20,11.91,81,91.08,5,19,60.52,11.50,11.00,120,0,100,100,0,24.62,6662,100,102,32.60,88.2,145,44.22,1370,9,0
25.079,100,102,1.00,11.91,11.91,12.05,11.91,81,91.37,5,19,60.13,12.00,9.50,120,0,100,100,0,24.26,6688,100,102,32.40,88.2,145,44.57,1382,19,0
25.128,100,102,1.00,11.76,11.91,12.05,11.91,81,91.41,5,19,59.63,12.50,10.50,122,0,100,100,0,23.86,6700,100,102,31.80,88.0,145,45.17,1383,17,0
25.184,101,103,1.00,12.05,11.91,12.20,11.91,81,91.41,5,19,60.64,11.00,9.50,122,0,100,100,0,24.22,6725,101,103,32.00,88.3,145,45.16,1391,21,0
25.237,101,103,1.00,12.20,11.91,12.35,11.91,81,91.52,5,19,61.93,11.00,9.50,122,0,100,100,0,24.70,6762,101,103,32.40,88.2,146,44.32,1402,25,0
25.294,100,102,1.00,11.91,11.91,12.05,11.91,81,91.44,5,19,60.30,10.00,8.50,122,0,100,100,0,24.04,6788,100,102,31.80,88.2,147,45.15,1407,24,0
25.348,101,103,1.00,11.91,11.91,12.05,11.91,81,91.44,5,19,61.71,11.00,8.50,122,0,100,100,0,24.33,6838,101,103,32.20,88.2,148,45.01,1418,29,0
25.402,101,103,1.00,12.05,11.91,12.20,11.91,81,91.19,5,19,62.33,10.00,10.00,122,0,100,100,0,24.73,6812,101,103,32.40,88.0,148,44.54,1401,8,0
25.476,101,102,1.00,12.05,11.91,12.05,11.91,81,91.12,5,19,60.86,9.50,9.50,124,0,100,100,0,24.41,6712,101,102,32.20,88.3,148,44.58,1322,0,0
25.542,101,103,1.00,12.05,11.91,12.05,11.91,81,91.77,5,20,62.79,10.50,9.00,124,0,100,100,0,24.91,6838,101,103,32.60,88.4,149,44.33,1412,10,0
25.595,101,103,1.00,11.91,11.91,12.05,11.91,81,93.15,5,-6,51.82,9.50,10.50,124,0,100,100,0,24.22,5612,101,103,33.20,88.4,150,43.96,396,0,0
25.653,102,103,1.00,12.05,11.91,12.20,11.91,81,87.16,5,15,53.38,22.50,22.00,124,0,100,100,0,24.80,5512,102,103,34.60,88.3,149,42.12,24,0,0
25.716,97,100,1.00,10.73,11.91,11.61,11.91,81,89.63,6,16,50.07,23.00,23.50,124,0,100,100,0,23.86,5512,97,100,33.80,88.3,149,43.54,0,0,0
