Time (sec),ECU: A/F Corr. B1 (%),ECU: A/F Corr. B2 (%),ECU: Active Map (#),ECU: Air Fuel B1 (AFR),ECU: Air Fuel B1 CMD (AFR),ECU: Air Fuel B2 (AFR),ECU: Air Fuel B2 CMD (AFR),ECU: Ethanol % (%),ECU: Fuel Pressure (PSI),ECU: Gear (Gear),ECU: Ign Advance (°),ECU: Inj. Duty Cycle (%),ECU: Int. Cam Adv B1 (°),ECU: Int. Cam Adv B2 (°),ECU: Intake Air Temp (° F),ECU: Knock Sums (raw),ECU: LTFT B1 (%),ECU: LTFT B2 (%),ECU: Limp Status (Safety) (raw),ECU: MAP (PSI),ECU: RPM (RPM),ECU: STFT B1 (%),ECU: STFT B2 (%),ECU: Theo. PW (ms),ECU: Throttle Pos. B1 (%),ECU: Vehicle Speed (mph),ECU: Wastegate Duty (%),TCM: Clutch A Slip (RPM),TCM: Clutch B Slip (RPM),AP Info:[AP3-NIS-006 v1.7.3.0-14238][2011 Nissan GT-R USDM Speed Density][Reflash: 2011 USDM SD FF 1700ID A12x Bach Racing 12426 v800.ptm - TCM: KB51B VDC OFF Stock Style LC4 v101.ptm]
45.061,106,106,1.00,14.85,13.52,14.70,13.52,81,61.64,1,26,2.07,0.50,0.50,115,0,100,100,0,-5.47,1100,106,106,4.00,17.2,4,0.00,725,439,0
45.125,107,107,1.00,14.85,13.52,14.55,13.52,81,62.26,1,26,2.10,1.50,0.50,115,0,100,100,0,-5.36,1100,107,107,4.00,17.2,4,0.00,708,406,0
45.189,108,108,1.00,14.70,13.52,14.55,13.52,81,61.86,1,26,2.22,0.50,0.50,115,0,100,100,0,-5.18,1112,108,108,4.20,17.2,4,0.00,695,377,0
45.243,109,108,1.00,14.55,13.52,14.26,13.52,81,62.04,1,26,2.21,1.50,0.50,115,0,100,100,0,-5.29,1112,109,108,4.20,17.2,4,0.00,681,345,0
45.296,109,108,1.00,14.41,13.52,14.11,13.52,81,62.58,1,26,2.19,0.50,0.50,115,0,100,100,0,-5.29,1112,109,108,4.20,17.2,4,0.00,657,305,0
45.356,110,108,1.00,14.26,13.52,14.11,13.52,81,62.04,1,26,2.20,0.50,0.50,115,0,100,100,0,-5.29,1112,110,108,4.20,17.2,4,0.00,636,271,0
45.419,110,108,1.00,14.11,13.52,13.82,13.52,81,62.07,1,26,2.23,0.50,0.50,115,0,100,100,0,-5.07,1112,110,108,4.40,17.2,5,0.00,616,235,0
45.497,110,108,1.00,13.96,13.52,13.67,13.52,81,62.18,1,27,2.28,0.50,0.50,115,0,100,100,0,-5.14,1112,110,108,4.40,17.2,5,0.00,597,196,0
45.541,109,107,1.00,13.82,13.52,13.52,13.52,81,62.36,1,27,2.23,1.00,0.50,115,0,100,100,0,-5.25,1125,109,107,4.20,17.2,5,0.00,582,164,0
45.594,108,106,1.00,13.52,13.52,13.52,13.52,81,62.22,1,26,2.19,0.50,0.50,115,0,100,100,0,-5.14,1125,108,106,4.20,17.2,5,0.00,567,136,0
45.648,107,105,1.00,13.38,13.52,13.23,13.52,81,62.58,1,26,2.21,1.50,0.50,115,0,100,100,0,-5.14,1125,107,105,4.40,17.2,6,0.00,548,103,0
45.701,106,104,1.00,13.08,13.52,13.08,13.52,81,62.18,1,27,2.24,0.50,0.50,115,0,100,100,0,-5.00,1138,106,104,4.40,17.2,6,0.00,533,73,0
45.745,105,103,1.00,12.94,13.52,12.79,13.52,81,61.97,1,26,2.20,1.50,0.50,115,0,100,100,0,-5.14,1138,105,103,4.40,17.2,6,0.00,527,56,0
45.819,104,103,1.00,12.79,13.52,12.79,13.52,81,62.07,1,27,2.22,0.50,0.50,115,0,100,100,0,-5.25,1162,104,103,4.20,17.2,6,0.00,521,31,0
45.876,103,102,1.00,12.64,13.52,12.64,13.52,81,61.49,1,26,2.28,1.00,0.50,115,0,100,100,0,-5.25,1188,103,102,4.20,17.3,6,0.00,518,12,0
45.940,102,101,1.00,12.64,13.52,12.64,13.52,81,62.00,1,26,2.32,0.00,0.50,115,0,100,100,0,-5.54,1212,102,101,4.20,17.4,6,0.00,532,11,0
46.014,102,100,1.00,12.64,13.52,12.64,13.52,81,61.89,1,28,2.33,0.00,0.50,115,0,100,100,0,-5.29,1250,102,100,4.20,17.8,6,0.00,543,10,0
46.080,101,99,1.00,12.64,13.52,12.49,13.52,81,61.78,1,27,2.47,0.00,0.50,115,0,100,100,0,-5.29,1338,101,99,4.20,17.9,6,0.00,586,42,0
46.133,100,99,1.00,12.64,13.52,12.64,13.52,81,61.86,1,31,2.48,0.00,0.50,115,0,100,100,0,-5.25,1400,100,99,3.80,17.9,7,0.00,626,56,0
46.188,100,98,1.00,12.79,13.52,12.64,13.52,81,61.28,1,30,2.61,-0.50,0.50,115,0,100,100,0,-5.47,1425,100,98,4.00,17.9,7,0.00,692,134,0
46.255,100,98,1.00,12.94,13.52,12.79,13.52,81,61.31,1,31,2.77,-0.50,0.00,115,0,100,100,0,-5.65,1525,100,98,4.00,17.9,7,0.00,722,121,0
46.315,100,98,1.00,13.23,13.52,12.94,13.52,81,60.91,1,31,2.74,0.00,0.00,115,0,100,100,0,-5.83,1538,100,98,3.80,17.9,8,0.00,741,135,0
46.374,102,99,1.00,13.52,13.52,13.23,13.52,81,60.73,1,32,2.76,0.00,0.00,115,0,100,100,0,-6.12,1550,102,99,3.60,17.9,7,0.00,760,159,0
46.429,102,100,1.00,13.67,13.52,13.52,13.52,81,60.73,1,32,2.88,0.00,0.00,115,0,100,100,0,-6.12,1612,102,100,3.80,17.8,8,0.00,745,90,0
46.473,103,100,1.00,13.82,13.52,13.67,13.52,81,60.59,1,33,2.75,0.00,0.00,115,0,100,100,0,-6.41,1588,103,100,3.60,17.9,7,0.00,784,165,0
46.527,103,101,1.00,13.82,13.52,13.82,13.52,81,60.37,1,34,2.83,0.00,0.00,115,0,100,100,0,-6.41,1625,103,101,3.60,17.3,7,0.00,777,132,0
46.584,104,101,1.00,13.96,13.52,13.96,13.52,81,60.19,1,35,2.68,0.00,0.00,115,0,100,100,0,-7.03,1650,104,101,3.20,17.6,9,0.00,764,83,0
46.639,105,102,1.00,14.11,13.52,13.96,13.52,81,59.75,1,35,2.72,-0.50,0.00,115,0,100,100,0,-6.88,1638,105,102,3.20,17.7,8,0.00,778,123,0
46.713,106,102,1.00,14.26,13.52,14.11,13.52,81,60.12,1,35,2.81,0.00,0.00,115,0,100,100,0,-6.85,1662,106,102,3.40,17.7,8,0.00,765,77,0
46.778,107,103,1.00,14.41,13.52,14.11,13.52,81,59.83,1,37,2.84,0.00,0.00,115,0,100,100,0,-7.25,1688,107,103,3.20,17.7,9,0.00,767,56,0
46.832,108,104,1.00,14.55,13.52,14.26,13.52,81,59.28,1,36,2.82,0.00,0.00,115,0,100,100,0,-7.17,1675,108,104,3.20,17.6,9,0.00,774,79,0
46.897,109,105,1.00,14.55,13.52,14.41,13.52,81,59.54,1,36,2.90,0.50,0.00,115,0,100,100,0,-7.32,1725,109,105,3.20,17.6,9,0.00,761,37,0
46.942,110,106,1.00,14.70,13.52,14.55,13.52,81,59.14,1,37,2.88,0.50,0.00,115,0,100,100,0,-7.25,1738,110,106,3.00,17.6,9,0.00,771,35,0
46.997,111,107,1.00,14.85,13.52,14.70,13.52,81,58.88,1,38,2.92,0.00,0.50,115,0,100,100,0,-7.25,1738,111,107,3.00,17.6,9,0.00,778,46,0
47.049,113,108,1.00,14.99,13.52,14.85,13.52,81,59.50,1,38,2.97,0.00,0.00,115,0,100,100,0,-7.50,1762,113,108,3.00,17.6,9,0.00,782,38,0
47.105,114,109,1.00,14.99,13.52,14.99,13.52,81,59.32,1,38,2.99,0.00,0.00,115,0,100,100,0,-7.61,1775,114,109,3.00,17.6,9,0.00,785,27,0
47.160,116,111,1.00,15.14,13.52,14.99,13.52,81,59.28,1,39,3.04,0.50,0.00,115,0,100,100,0,-7.50,1788,116,111,3.00,17.3,9,0.00,791,32,0
47.236,117,112,1.00,15.14,13.52,14.99,13.52,81,58.77,1,39,3.05,0.50,0.50,115,0,100,100,0,-7.61,1800,117,112,3.00,17.0,9,0.00,797,26,0
47.279,120,114,1.00,14.99,13.52,14.85,13.52,81,58.81,1,39,3.09,0.00,0.50,115,0,100,100,0,-7.79,1825,120,114,2.80,16.9,10,0.00,801,20,0
47.333,119,115,1.00,14.85,13.52,14.85,13.52,81,58.52,1,39,2.98,-0.50,0.50,115,0,100,100,0,-8.01,1825,119,115,2.80,16.8,10,0.00,802,16,0
47.387,120,116,1.00,14.70,13.52,14.70,13.52,81,58.27,1,39,3.00,-0.50,0.00,115,0,100,100,0,-8.19,1838,120,116,2.60,16.8,10,0.00,802,15,0
47.452,119,117,1.00,14.41,13.52,14.55,13.52,81,57.94,1,39,2.96,0.00,0.00,115,0,100,100,0,-8.26,1850,119,117,2.60,16.8,10,0.00,804,8,0
47.508,119,117,1.00,14.11,13.52,14.26,13.52,81,58.01,1,39,3.00,-0.50,0.00,115,0,100,100,0,-8.30,1875,119,117,2.60,16.8,10,0.00,814,10,0
47.566,117,117,1.00,13.67,13.52,14.11,13.52,81,57.69,1,40,3.02,-0.50,0.50,115,0,100,100,0,-8.37,1888,117,117,2.60,16.8,10,0.00,823,13,0
47.620,114,116,1.00,13.38,13.52,13.82,13.52,81,58.01,1,40,2.97,0.00,0.50,115,0,100,100,0,-8.44,1888,114,116,2.60,16.8,10,0.00,825,13,0
47.699,112,115,1.00,12.94,13.52,13.52,13.52,81,58.12,1,40,2.94,0.00,0.50,115,0,100,100,0,-8.48,1888,112,115,2.60,16.8,10,0.00,826,9,0
47.741,111,112,1.00,12.94,13.52,13.23,13.52,81,58.01,1,40,2.93,0.50,0.50,115,0,100,100,0,-8.59,1900,111,112,2.40,16.8,10,0.00,828,7,0
47.794,110,111,1.00,12.79,13.67,13.08,13.67,81,57.72,1,40,2.95,0.00,0.50,115,0,100,100,0,-8.73,1912,110,111,2.60,16.8,10,0.00,833,7,0
47.858,109,110,1.00,12.79,13.67,12.94,13.67,81,57.69,1,42,2.94,-0.50,0.50,115,0,100,100,0,-8.77,1938,109,110,2.40,16.8,11,0.00,845,14,0
47.913,109,109,1.00,12.79,13.67,12.79,13.67,81,57.72,1,43,2.92,-0.50,0.50,115,0,100,100,0,-8.84,1950,109,109,2.40,16.8,11,0.00,849,13,0
47.972,109,108,1.00,13.08,13.67,12.79,13.67,81,57.61,1,43,2.92,-1.00,0.50,115,0,100,100,0,-8.95,1950,109,108,2.40,16.9,11,0.00,856,16,0
48.031,109,107,1.00,13.23,13.67,12.79,13.67,81,57.65,1,42,2.91,-1.00,0.50,115,0,100,100,0,-9.02,1962,109,107,2.40,16.9,11,0.00,862,20,0
48.094,110,106,1.00,13.52,13.67,12.94,13.67,81,57.43,1,42,2.93,-1.00,0.50,115,0,100,100,0,-9.06,1975,110,106,2.40,16.9,11,0.00,865,16,0
48.139,111,106,1.00,13.67,13.67,13.08,13.67,81,57.18,1,42,2.94,-1.00,0.50,115,0,100,100,0,-9.13,1962,111,106,2.40,16.9,11,0.00,846,0,0
48.202,113,108,1.00,13.96,13.67,13.38,13.67,81,57.22,1,42,2.92,-1.00,0.50,115,0,100,100,0,-9.06,1925,113,108,2.40,16.9,11,0.00,825,0,0
48.281,115,109,1.00,14.26,13.67,13.67,13.67,81,57.22,1,40,2.90,-0.50,0.50,115,0,100,100,0,-9.02,1912,115,109,2.40,16.9,11,0.00,793,0,0
48.324,117,110,1.00,14.41,13.52,13.82,13.52,81,57.40,1,32,2.88,0.00,0.50,115,0,100,100,0,-9.02,1888,117,110,2.40,16.9,11,0.00,762,0,0
48.388,119,112,1.00,14.70,13.52,13.96,13.52,81,57.43,1,34,2.85,0.00,0.50,115,0,100,100,0,-8.95,1850,119,112,2.40,16.9,11,0.00,718,0,0
48.441,120,113,1.00,14.85,13.52,14.11,13.52,81,57.32,1,32,2.73,0.00,0.50,115,0,100,100,0,-8.92,1762,120,113,2.20,16.8,11,0.00,619,0,0
48.503,120,114,1.00,14.99,13.52,14.26,13.52,81,57.72,1,36,2.51,0.50,0.00,115,0,100,100,0,-8.48,1575,120,114,2.40,16.8,11,0.00,451,0,0
48.559,120,115,1.00,14.99,13.52,14.26,13.52,81,58.45,1,30,2.19,-0.50,0.50,115,0,100,100,0,-8.26,1362,120,115,2.40,16.1,11,0.00,210,0,0
48.625,120,117,1.00,14.85,13.52,14.41,13.52,81,58.88,1,28,2.02,0.50,0.50,115,0,100,100,0,-8.26,1275,120,117,2.40,15.9,11,0.00,105,0,0
48.682,120,118,1.00,14.85,13.52,14.26,13.52,81,59.14,1,29,2.09,0.50,0.50,115,0,100,100,0,-8.01,1300,120,118,2.60,15.8,11,0.00,107,0,0
48.739,119,119,1.00,14.70,13.52,14.26,13.52,81,59.06,1,29,2.10,0.00,0.50,115,0,100,100,0,-8.08,1300,119,119,2.60,15.9,12,0.00,70,0,0
48.802,119,119,1.00,14.70,13.52,14.26,13.52,81,58.59,1,28,1.90,0.50,0.50,115,0,100,100,0,-7.54,1175,119,119,2.60,15.8,12,0.00,9,0,0
48.859,120,120,1.00,14.55,13.52,14.26,13.52,81,59.06,2,28,1.94,1.00,0.50,115,0,100,100,0,-7.25,1162,120,120,2.60,15.9,11,0.00,0,0,0
48.922,120,120,1.00,14.41,13.52,14.11,13.52,81,59.25,2,28,2.07,0.00,0.50,115,0,100,100,0,-7.43,1250,120,120,2.60,15.8,11,0.00,0,0,0
48.970,119,120,1.00,14.26,13.52,14.11,13.52,81,58.99,2,30,2.22,0.00,0.50,115,0,100,100,0,-7.50,1312,119,120,2.80,15.8,12,0.00,77,0,0
49.023,120,120,1.00,14.11,13.52,14.11,13.52,81,59.43,2,30,2.27,0.00,0.50,115,0,100,100,0,-7.50,1350,120,120,2.80,15.8,12,0.00,106,0,0
49.082,119,119,1.00,14.11,13.52,13.96,13.52,81,59.17,2,31,2.29,0.00,0.50,115,0,100,100,0,-7.50,1362,119,119,2.80,15.8,12,0.00,127,0,0
49.140,119,119,1.00,13.96,13.52,13.82,13.52,81,59.03,2,31,2.28,0.00,0.50,115,0,100,100,0,-7.61,1375,119,119,2.80,15.9,12,0.00,137,12,0
49.199,119,118,1.00,13.82,13.52,13.67,13.52,81,59.25,2,30,2.28,-0.50,0.50,115,0,100,100,0,-7.61,1375,119,118,2.80,15.8,12,0.00,134,263,0
49.248,119,116,1.00,13.67,13.52,13.52,13.52,81,58.85,2,31,2.26,0.00,0.50,117,0,100,100,0,-7.79,1375,119,116,2.60,15.8,12,0.00,126,430,0
49.300,118,114,1.00,13.52,13.52,13.23,13.52,81,58.81,2,31,2.22,0.00,0.50,115,0,100,100,0,-7.83,1375,118,114,2.60,15.9,12,0.00,121,480,0
49.364,117,113,1.00,13.52,13.52,12.94,13.52,81,58.70,2,31,2.23,0.00,0.50,115,0,100,100,0,-7.90,1375,117,113,2.60,15.9,12,0.00,119,500,0
49.409,115,111,1.00,13.23,13.52,12.79,13.52,81,58.74,2,31,2.22,0.00,0.50,115,0,100,100,0,-7.83,1375,115,111,2.60,15.8,12,0.00,110,498,0
49.463,114,110,1.00,13.23,13.52,12.64,13.52,81,58.81,2,31,2.21,-0.50,0.50,115,0,100,100,0,-7.83,1375,114,110,2.60,15.8,12,0.00,112,505,0
49.527,113,109,1.00,12.94,13.52,12.64,13.52,81,58.77,2,31,2.23,0.00,0.50,115,0,100,100,0,-7.79,1388,113,109,2.60,15.5,12,0.00,110,501,0
49.591,112,108,1.00,12.94,13.52,12.49,13.52,81,58.30,2,31,2.17,0.00,0.50,117,0,100,100,0,-8.37,1388,112,108,2.20,15.0,12,0.00,107,500,0
49.635,111,107,1.00,12.79,13.52,12.49,13.52,81,58.48,2,30,2.15,-0.50,0.50,117,0,100,100,0,-8.30,1375,111,107,2.60,14.8,12,0.00,91,490,0
49.690,110,106,1.00,12.79,13.52,12.64,13.52,81,58.38,2,32,2.10,0.00,0.50,117,0,100,100,0,-8.26,1362,110,106,2.40,14.8,12,0.00,78,474,0
49.754,109,106,1.00,12.79,13.52,12.64,13.52,81,58.45,2,32,2.03,0.50,0.50,117,0,100,100,0,-8.44,1338,109,106,2.40,14.8,12,0.00,57,454,0
49.799,109,105,1.00,12.79,13.52,12.64,13.52,81,57.72,2,31,2.03,0.00,0.50,117,0,100,100,0,-8.48,1338,109,105,2.40,14.8,12,0.00,42,440,0
49.858,108,104,1.00,12.79,13.52,12.79,13.52,81,57.69,2,31,1.94,0.00,0.50,117,0,100,100,0,-8.59,1325,108,104,2.20,14.8,12,0.00,33,432,0
49.923,107,104,1.00,12.79,13.52,12.79,13.52,81,57.94,2,30,1.97,0.50,0.50,117,0,100,100,0,-8.55,1312,107,104,2.40,15.0,12,0.00,20,420,0
49.988,107,103,1.00,12.79,13.52,12.79,13.52,81,57.80,2,30,1.89,0.00,0.50,117,0,100,100,0,-8.66,1312,107,103,2.20,14.8,12,0.00,11,412,0
50.038,106,103,1.00,12.94,13.52,12.79,13.52,81,57.72,2,30,1.88,0.50,0.50,117,0,100,100,0,-8.77,1300,106,103,2.20,14.8,12,0.00,1,402,0
50.099,106,102,1.00,12.94,13.52,12.79,13.52,81,57.54,2,30,1.90,0.50,0.50,117,0,100,100,0,-8.84,1300,106,102,2.20,14.7,12,0.00,2,404,0
50.176,106,102,1.00,13.08,13.52,12.94,13.52,81,57.58,2,30,1.94,0.00,0.50,117,0,100,100,0,-8.84,1325,106,102,2.20,14.7,12,0.00,0,404,0
50.219,105,101,1.00,13.08,13.52,12.94,13.52,81,57.36,2,30,1.93,0.50,0.50,117,0,100,100,0,-8.77,1325,105,101,2.20,14.7,12,0.00,5,410,0
50.272,106,101,1.00,13.23,13.52,13.08,13.52,81,57.58,2,30,1.87,0.50,0.50,117,0,100,100,0,-8.92,1300,106,101,2.20,14.7,12,0.00,1,406,0
50.337,105,101,1.00,13.23,13.52,13.08,13.52,81,57.94,2,30,1.91,0.50,0.50,117,0,100,100,0,-9.02,1325,105,101,2.20,14.4,12,0.00,0,403,0
50.403,106,101,1.00,13.38,13.52,13.08,13.52,81,57.43,2,17,1.91,0.50,0.50,117,0,100,100,0,-8.92,1325,106,101,2.20,14.6,12,0.00,2,408,0
50.458,106,101,1.00,13.52,13.52,13.23,13.52,81,57.22,2,17,1.86,0.00,0.50,117,0,100,100,0,-8.92,1288,106,101,2.20,14.6,12,0.00,0,391,0
50.531,107,102,1.00,13.52,13.52,13.52,13.52,81,57.47,2,17,1.87,0.50,0.50,117,0,100,100,0,-9.06,1300,107,102,2.20,14.7,12,0.00,0,393,0
50.584,107,102,1.00,13.67,13.52,13.52,13.52,81,57.22,2,17,1.92,0.50,0.50,117,0,100,100,0,-9.06,1325,107,102,2.20,14.6,12,0.00,7,413,0
50.638,108,102,1.00,13.67,13.52,13.67,13.52,81,57.43,2,17,1.88,0.00,0.50,117,0,100,100,0,-9.02,1312,108,102,2.20,14.6,12,0.00,10,418,0
50.693,108,103,1.00,13.82,13.52,13.67,13.52,81,57.43,2,17,1.87,0.50,0.50,117,0,100,100,0,-9.06,1300,108,103,2.20,14.6,12,0.00,0,398,0
50.750,109,103,1.00,13.82,13.52,13.67,13.52,81,57.29,2,17,1.89,0.50,0.50,117,0,100,100,0,-9.06,1312,109,103,2.00,14.6,12,0.00,2,409,0
50.829,109,104,1.00,13.96,13.52,13.82,13.52,81,57.40,2,17,1.85,0.00,0.50,117,0,100,100,0,-9.13,1288,109,104,2.00,14.6,12,0.00,0,398,0
50.875,110,104,1.00,13.96,13.52,13.82,13.52,81,57.36,2,17,1.86,0.50,0.50,117,0,100,100,0,-9.21,1288,110,104,2.00,14.6,12,0.00,0,390,0
50.939,111,105,1.00,14.11,13.52,13.96,13.52,81,57.29,2,17,1.88,0.50,0.50,117,0,100,100,0,-9.13,1312,111,105,2.00,14.6,12,0.00,5,409,0
51.005,112,105,1.00,14.11,13.52,13.96,13.52,81,57.25,2,17,1.91,0.00,0.50,117,0,100,100,0,-9.13,1300,112,105,2.00,14.6,12,0.00,2,405,0
51.069,112,106,1.00,14.11,13.52,13.96,13.52,81,57.47,2,17,1.93,0.50,0.50,117,0,100,100,0,-9.06,1300,112,106,2.00,14.6,12,0.00,0,400,0
51.128,113,106,1.00,14.11,13.52,13.96,13.52,81,57.47,2,17,1.88,0.50,0.50,117,0,100,100,0,-9.21,1300,113,106,2.00,14.5,12,0.00,0,399,0
51.191,114,107,1.00,14.26,13.52,14.11,13.52,81,57.40,2,17,1.88,0.00,0.50,117,0,100,100,0,-9.13,1288,114,107,2.00,14.5,12,0.00,0,396,0
51.244,115,107,1.00,14.26,13.52,14.11,13.52,81,57.47,2,17,1.90,0.50,0.50,117,0,100,100,0,-9.13,1288,115,107,2.00,14.5,12,0.00,0,391,0
51.297,115,107,1.00,14.26,13.52,14.11,13.52,81,56.96,2,17,1.88,0.50,0.50,117,0,100,100,0,-9.13,1288,115,107,2.00,14.5,12,0.00,1,399,0
51.371,116,108,1.00,14.26,13.52,13.96,13.52,81,56.82,2,17,1.90,0.00,0.50,117,0,100,100,0,-9.24,1300,116,108,2.00,14.5,12,0.00,1,401,0
51.424,117,108,1.00,14.26,13.52,13.96,13.52,81,57.36,2,17,1.90,0.50,0.50,117,0,100,100,0,-9.21,1300,117,108,2.00,14.5,12,0.00,4,403,0
51.478,118,108,1.00,14.26,13.52,13.96,13.52,81,57.29,2,21,1.87,0.50,0.50,117,0,100,100,0,-9.21,1275,118,108,2.00,14.4,12,0.00,0,397,0
51.542,119,109,1.00,14.11,13.52,13.96,13.52,81,57.14,2,30,1.90,0.00,0.50,117,0,100,100,0,-9.24,1300,119,109,2.00,14.6,12,0.00,0,396,0
51.596,119,109,1.00,14.11,13.52,13.82,13.52,81,57.18,2,29,1.90,0.50,0.50,117,0,100,100,0,-9.42,1300,119,109,2.00,15.1,12,0.00,4,403,0
51.656,119,109,1.00,13.96,13.52,13.82,13.52,81,57.36,2,30,1.95,0.00,0.50,117,0,100,100,0,-9.06,1300,119,109,2.20,15.2,12,0.00,3,402,0
51.724,119,109,1.00,13.96,13.52,13.82,13.52,81,57.54,2,30,1.94,0.50,0.50,117,0,100,100,0,-9.02,1288,119,109,2.20,15.2,12,0.00,0,398,0
51.780,120,109,1.00,13.96,13.52,13.82,13.52,81,57.69,2,30,1.92,0.50,0.50,117,0,100,100,0,-8.95,1275,120,109,2.20,15.2,12,0.00,0,394,0
51.845,119,109,1.00,13.82,13.52,13.67,13.52,81,57.80,2,30,1.96,0.00,0.50,117,0,100,100,0,-8.84,1288,119,109,2.20,15.3,12,0.00,1,399,0
51.909,119,109,1.00,13.82,13.52,13.67,13.52,81,57.80,2,30,2.03,0.50,0.50,117,0,100,100,0,-8.92,1300,119,109,2.20,15.5,12,0.00,3,406,0
51.965,119,109,1.00,13.67,13.52,13.67,13.52,81,57.80,2,30,2.02,0.50,0.50,117,0,100,100,0,-8.77,1312,119,109,2.20,15.5,12,0.00,3,406,0
52.029,118,109,1.00,13.67,13.52,13.67,13.52,81,58.12,2,30,2.06,0.00,0.50,117,0,100,100,0,-8.59,1325,118,109,2.40,16.4,12,0.00,5,409,0
52.097,119,109,1.00,13.52,13.52,13.67,13.52,81,58.38,2,31,2.20,0.00,0.50,117,0,100,100,0,-8.37,1338,119,109,2.60,16.7,12,0.00,26,429,0
52.162,118,110,1.00,13.52,13.52,13.67,13.52,81,59.35,2,30,2.17,0.00,0.50,117,0,100,100,0,-7.97,1338,118,110,2.60,16.7,12,0.00,34,437,0
52.226,118,110,1.00,13.52,13.52,13.82,13.52,81,59.54,2,31,2.22,0.50,0.50,117,0,100,100,0,-7.72,1350,118,110,2.60,16.7,12,0.00,41,445,0
52.286,118,111,1.00,13.52,13.52,13.82,13.52,81,59.35,2,31,2.30,0.00,0.50,117,0,100,100,0,-7.54,1375,118,111,2.80,16.7,12,0.00,57,463,0
52.346,119,112,1.00,13.52,13.52,13.82,13.52,81,59.21,2,31,2.39,0.00,0.50,117,0,100,100,0,-7.36,1400,119,112,3.00,16.7,12,0.00,77,485,0
52.401,118,113,1.00,13.52,13.52,13.96,13.52,81,59.46,2,32,2.42,0.00,0.50,117,0,100,100,0,-7.43,1425,118,113,3.00,16.7,12,0.00,91,502,0
52.467,119,114,1.00,13.67,13.52,14.11,13.52,81,59.64,2,32,2.47,0.00,0.00,117,0,100,100,0,-7.32,1425,119,114,3.00,16.7,12,0.00,97,509,0
52.532,120,115,1.00,13.67,13.52,14.26,13.52,81,59.97,2,32,2.42,-0.50,0.50,117,0,100,100,0,-7.36,1425,120,115,2.80,16.8,12,0.00,86,502,0
52.596,120,116,1.00,13.82,13.52,14.26,13.52,81,60.08,2,32,2.46,0.00,0.50,117,0,100,100,0,-7.43,1412,120,116,3.00,16.7,12,0.00,71,485,0
52.676,120,117,1.00,13.82,13.52,14.26,13.52,81,59.50,2,32,2.45,0.00,0.50,117,0,100,100,0,-7.36,1425,120,117,3.00,16.8,13,0.00,68,484,0
52.729,120,118,1.00,13.82,13.52,14.26,13.52,81,59.72,2,32,2.50,0.00,0.00,117,0,100,100,0,-7.25,1450,120,118,3.00,16.8,13,0.00,85,504,0
52.788,120,119,1.00,13.67,13.52,14.11,13.52,81,59.86,2,32,2.52,-1.00,0.00,117,0,100,100,0,-7.32,1462,120,119,3.00,16.9,13,0.00,89,513,0
52.848,119,119,1.00,13.67,13.52,13.96,13.52,81,60.08,2,32,2.52,-0.50,0.00,117,0,100,100,0,-7.36,1475,119,119,3.00,17.0,13,0.00,90,515,0
52.911,119,119,1.00,13.52,13.52,13.82,13.52,81,59.28,2,34,2.53,-0.50,0.00,117,0,100,100,0,-7.32,1475,119,119,3.00,17.0,13,0.00,91,517,0
52.974,118,118,1.00,13.52,13.52,13.67,13.52,81,59.83,2,34,2.52,-0.50,0.00,117,0,100,100,0,-7.25,1488,118,118,3.00,17.1,13,0.00,92,520,0
53.038,117,118,1.00,13.38,13.52,13.67,13.52,81,59.72,2,34,2.54,-1.00,0.00,117,0,100,100,0,-7.25,1488,117,118,3.00,17.1,13,0.00,83,514,0
53.102,116,117,1.00,13.38,13.52,13.52,13.52,81,59.68,2,34,2.54,-0.50,0.00,117,0,100,100,0,-7.32,1488,116,117,3.00,17.1,13,0.00,84,520,0
53.167,117,117,1.00,13.38,13.52,13.52,13.52,81,59.72,2,34,2.58,-0.50,0.00,117,0,100,100,0,-7.25,1500,117,117,3.00,17.0,14,0.00,83,521,0
53.223,118,116,1.00,13.52,13.52,13.38,13.52,81,59.43,2,34,2.65,-0.50,0.00,117,0,100,100,0,-7.17,1512,118,116,3.00,17.0,14,0.00,83,523,0
53.288,119,116,1.00,13.67,13.52,13.38,13.52,81,59.64,2,34,2.62,0.00,0.00,117,0,100,100,0,-7.17,1512,119,116,3.00,17.0,14,0.00,72,515,0
53.351,120,116,1.00,13.82,13.52,13.52,13.52,81,59.79,2,34,2.68,-0.50,0.00,117,0,100,100,0,-7.17,1512,120,116,3.20,17.0,14,0.00,70,517,0
53.405,120,116,1.00,13.82,13.52,13.38,13.52,81,59.75,2,34,2.71,-0.50,0.00,117,0,100,100,0,-7.03,1525,120,116,3.20,17.0,14,0.00,64,511,0
53.474,120,115,1.00,13.96,13.52,13.38,13.52,81,59.75,2,34,2.67,-0.50,0.00,117,0,100,100,0,-7.14,1525,120,115,3.00,17.0,14,0.00,62,513,0
53.531,120,114,1.00,13.96,13.52,13.23,13.52,81,59.61,2,34,2.70,0.00,0.00,117,0,100,100,0,-7.17,1512,120,114,3.20,17.0,14,0.00,50,502,0
53.600,120,113,1.00,13.82,13.52,13.23,13.52,81,59.35,2,34,2.66,-0.50,0.00,117,0,100,100,0,-7.03,1512,120,113,3.20,17.0,14,0.00,42,495,0
